"5591851","HN398336","06/11/2007 01:00:00 PM","061XX S EBERHART AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0313","003","20","42","08A","1180634","1864497","2007","04/15/2016 08:55:02 AM","41.783436023","-87.613274426","(41.783436023, -87.613274426)"
"5591873","HN399378","06/11/2007 09:00:00 PM","062XX S EBERHART AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENCE PORCH/HALLWAY","false","false","0313","003","20","42","04A","1180652","1863764","2007","04/15/2016 08:55:02 AM","41.781424188","-87.613230939","(41.781424188, -87.613230939)"
"5594095","HN395426","06/09/2007 10:20:00 PM","063XX S CHAMPLAIN AVE","0560","ASSAULT","SIMPLE","STREET","true","false","0312","003","20","42","08A","1181655","1863214","2007","04/15/2016 08:55:02 AM","41.779891828","-87.609570721","(41.779891828, -87.609570721)"
"5594395","HN401077","06/12/2007 06:15:00 PM","063XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0312","003","20","69","08A","1180014","1862897","2007","04/15/2016 08:55:02 AM","41.779059693","-87.615596501","(41.779059693, -87.615596501)"
"5600331","HN407956","06/15/2007 09:50:00 PM","005XX E 62ND ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0313","003","20","42","08A","1180784","1864015","2007","04/15/2016 08:55:02 AM","41.782109921","-87.61273929","(41.782109921, -87.61273929)"
"5610118","HN418543","06/20/2007 10:05:22 PM","061XX S ST LAWRENCE AVE","0560","ASSAULT","SIMPLE","APARTMENT","true","true","0313","003","20","42","08A","1181290","1864490","2007","04/15/2016 08:55:02 AM","41.783401715","-87.610869545","(41.783401715, -87.610869545)"
"5612386","HN420505","06/21/2007 08:46:00 PM","063XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","OTHER","false","false","0312","003","20","42","08A","1180012","1862976","2007","04/15/2016 08:55:02 AM","41.779276522","-87.615601416","(41.779276522, -87.615601416)"
"5614363","HN417683","06/20/2007 03:10:00 PM","062XX S EBERHART AVE","0560","ASSAULT","SIMPLE","OTHER","false","false","0313","003","20","42","08A","1180651","1863791","2007","04/15/2016 08:55:02 AM","41.781498301","-87.613233776","(41.781498301, -87.613233776)"
"5614368","HN421995","06/22/2007 03:20:00 PM","061XX S EBERHART AVE","0560","ASSAULT","SIMPLE","OTHER","false","false","0313","003","20","42","08A","1180638","1864314","2007","04/15/2016 08:55:02 AM","41.782933762","-87.613265379","(41.782933762, -87.613265379)"
"5614387","HN422214","06/21/2007 05:00:00 PM","065XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","STREET","false","false","0312","003","20","69","08A","1180043","1861837","2007","04/15/2016 08:55:02 AM","41.776150283","-87.615522623","(41.776150283, -87.615522623)"
"5623747","HN432587","06/27/2007 09:35:00 PM","063XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0312","003","20","69","08A","1180014","1862897","2007","04/15/2016 08:55:02 AM","41.779059693","-87.615596501","(41.779059693, -87.615596501)"
"5626558","HN431513","06/27/2007 12:32:17 PM","061XX S EBERHART AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","RESIDENCE","true","false","0313","003","20","42","04A","1180638","1864314","2007","04/15/2016 08:55:02 AM","41.782933762","-87.613265379","(41.782933762, -87.613265379)"
"5627919","HN433697","06/28/2007 01:45:00 PM","063XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","RESTAURANT","false","false","0312","003","20","42","08A","1180013","1862908","2007","04/15/2016 08:55:02 AM","41.7790899","-87.615599831","(41.7790899, -87.615599831)"
"5628780","HN436952","06/30/2007 01:16:00 AM","004XX E 63RD ST","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","RESTAURANT","true","false","0312","003","20","42","04A","1180454","1863341","2007","04/15/2016 08:55:02 AM","41.780267983","-87.613969818","(41.780267983, -87.613969818)"
"5630678","HN438161","06/30/2007 05:37:16 PM","061XX S ST LAWRENCE AVE","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","true","false","0313","003","20","42","04A","1181291","1864443","2007","04/15/2016 08:55:02 AM","41.783272719","-87.610867327","(41.783272719, -87.610867327)"
"5631192","HN440533","07/01/2007 10:30:00 PM","062XX S EBERHART AVE","0560","ASSAULT","SIMPLE","ALLEY","false","true","0313","003","20","42","08A","1180652","1863778","2007","04/15/2016 08:55:02 AM","41.781462605","-87.613230509","(41.781462605, -87.613230509)"
"5634702","HN443654","07/03/2007 01:29:00 PM","063XX S EBERHART AVE","0560","ASSAULT","SIMPLE","STREET","true","false","0312","003","20","42","08A","1180667","1863135","2007","04/15/2016 08:55:02 AM","41.779697806","-87.613195258","(41.779697806, -87.613195258)"
"5636375","HN446584","07/04/2007 11:00:00 PM","064XX S EBERHART AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0312","003","20","42","08A","1180685","1862446","2007","04/15/2016 08:55:02 AM","41.77780671","-87.613150423","(41.77780671, -87.613150423)"
"5636953","HN446716","07/05/2007 01:36:00 AM","062XX S RHODES AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","true","false","0313","003","20","42","04A","1180973","1863809","2007","04/15/2016 08:55:02 AM","41.781540289","-87.612052707","(41.781540289, -87.612052707)"
"5643606","HN453648","07/07/2007 02:24:00 PM","063XX S DR MARTIN LUTHER KING JR DR","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","PARKING LOT/GARAGE(NON.RESID.)","false","false","0312","003","20","69","04A","1180013","1862902","2007","04/15/2016 08:55:02 AM","41.779073436","-87.615600014","(41.779073436, -87.615600014)"
"5647743","HN457895","07/10/2007 03:30:00 PM","063XX S EBERHART AVE","0560","ASSAULT","SIMPLE","STREET","false","false","0312","003","20","42","08A","1180666","1863182","2007","04/15/2016 08:55:02 AM","41.779826802","-87.613197481","(41.779826802, -87.613197481)"
"5648534","HN446993","07/05/2007 07:38:45 AM","063XX S STEWART AVE","0560","ASSAULT","SIMPLE","SCHOOL, PUBLIC, GROUNDS","false","false","0722","007","20","68","08A","1174715","1862826","2007","04/15/2016 08:55:02 AM","41.778984586","-87.635025125","(41.778984586, -87.635025125)"
"5653859","HN462261","07/12/2007 05:38:13 PM","062XX S CHAMPLAIN AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0313","003","20","42","08A","1181642","1863735","2007","04/15/2016 08:55:02 AM","41.781321801","-87.609602305","(41.781321801, -87.609602305)"
"5659443","HN460093","07/11/2007 04:30:00 PM","005XX W 63RD ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0711","007","20","68","08A","1173954","1863140","2007","04/15/2016 08:55:02 AM","41.779863161","-87.637805696","(41.779863161, -87.637805696)"
"5659674","HN467250","07/15/2007 04:07:42 AM","063XX S ST LAWRENCE AVE","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","SIDEWALK","false","false","0312","003","20","42","04A","1181324","1863116","2007","04/15/2016 08:55:02 AM","41.779630545","-87.61078722","(41.779630545, -87.61078722)"
"5660660","HN467849","07/15/2007 01:36:01 PM","063XX S EBERHART AVE","0530","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","APARTMENT","false","true","0312","003","20","42","04A","1180667","1863135","2007","04/15/2016 08:55:02 AM","41.779697806","-87.613195258","(41.779697806, -87.613195258)"
"5660814","HN468421","07/15/2007 07:57:38 PM","061XX S ST LAWRENCE AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","true","0313","003","20","42","08A","1181290","1864497","2007","04/15/2016 08:55:02 AM","41.783420923","-87.610869329","(41.783420923, -87.610869329)"
"5662945","HN472833","07/17/2007 10:10:00 PM","064XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","APARTMENT","false","true","0312","003","20","69","08A","1180030","1862310","2007","04/15/2016 08:55:02 AM","41.77744854","-87.615555807","(41.77744854, -87.615555807)"
"5670059","HN472431","07/17/2007 12:30:00 PM","063XX S ST LAWRENCE AVE","0560","ASSAULT","SIMPLE","STREET","false","false","0312","003","20","42","08A","1181325","1863089","2007","04/15/2016 08:55:02 AM","41.779556431","-87.610784386","(41.779556431, -87.610784386)"
"5670970","HN472827","07/17/2007 09:00:00 PM","004XX W 63RD ST","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","STREET","false","false","0711","007","20","68","04A","1174621","1863161","2007","04/15/2016 08:55:02 AM","41.779905957","-87.635359768","(41.779905957, -87.635359768)"
"5671987","HN473082","07/17/2007 08:30:00 PM","005XX W 61ST PL","0560","ASSAULT","SIMPLE","STREET","false","false","0711","007","20","68","08A","1173653","1864134","2007","04/15/2016 08:55:02 AM","41.782597483","-87.638879769","(41.782597483, -87.638879769)"
"5677913","HN486880","07/24/2007 08:19:00 PM","062XX S RHODES AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0313","003","20","42","08A","1180973","1863809","2007","04/15/2016 08:55:02 AM","41.781540289","-87.612052707","(41.781540289, -87.612052707)"
"5684583","HN490515","07/26/2007 04:50:00 PM","062XX S EBERHART AVE","0560","ASSAULT","SIMPLE","STREET","false","false","0313","003","20","42","08A","1180652","1863784","2007","04/15/2016 08:55:02 AM","41.78147907","-87.613230324","(41.78147907, -87.613230324)"
"5685757","HN494128","07/28/2007 11:05:00 AM","062XX S RHODES AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0313","003","20","42","08A","1180973","1863802","2007","04/15/2016 08:55:02 AM","41.781521081","-87.612052922","(41.781521081, -87.612052922)"
"5687292","HN496845","07/29/2007 07:00:32 PM","064XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0312","003","20","69","08A","1180027","1862405","2007","04/15/2016 08:55:02 AM","41.777709298","-87.615563898","(41.777709298, -87.615563898)"
"5687374","HN496641","07/29/2007 04:00:00 PM","064XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0312","003","20","69","08A","1180028","1862378","2007","04/15/2016 08:55:02 AM","41.777635185","-87.615561058","(41.777635185, -87.615561058)"
"5687479","HN496673","07/29/2007 05:09:00 PM","061XX S ST LAWRENCE AVE","0560","ASSAULT","SIMPLE","RESIDENCE","true","false","0313","003","20","42","08A","1181293","1864355","2007","04/15/2016 08:55:02 AM","41.783031193","-87.610862705","(41.783031193, -87.610862705)"
"5687662","HN489227","07/25/2007 10:58:00 PM","005XX W 61ST PL","051B","ASSAULT","AGGRAVATED: OTHER FIREARM","SIDEWALK","true","false","0711","007","20","68","04A","1173653","1864134","2007","04/15/2016 08:55:02 AM","41.782597483","-87.638879769","(41.782597483, -87.638879769)"
"5687764","HN489326","07/25/2007 11:45:00 PM","005XX W 61ST PL","0560","ASSAULT","SIMPLE","STREET","true","false","0711","007","20","68","08A","1173653","1864134","2007","04/15/2016 08:55:02 AM","41.782597483","-87.638879769","(41.782597483, -87.638879769)"
"5690561","HN495061","07/28/2007 08:25:00 PM","063XX S NORMAL BLVD","051A","ASSAULT","AGGRAVATED: HANDGUN","SIDEWALK","true","false","0722","007","20","68","04A","1174040","1862760","2007","04/15/2016 08:55:02 AM","41.77881849","-87.637501682","(41.77881849, -87.637501682)"
"5691786","HN497186","07/29/2007 10:22:00 PM","005XX E 62ND ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0313","003","20","42","08A","1180784","1864015","2007","04/15/2016 08:55:02 AM","41.782109921","-87.61273929","(41.782109921, -87.61273929)"
"5693043","HN496691","07/29/2007 05:16:08 PM","063XX S EBERHART AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0312","003","20","42","08A","1180667","1863128","2007","04/15/2016 08:55:02 AM","41.779678598","-87.613195473","(41.779678598, -87.613195473)"
"5714127","HN522395","08/11/2007 10:30:00 AM","065XX S DR MARTIN LUTHER KING JR DR","051A","ASSAULT","AGGRAVATED: HANDGUN","RESIDENCE PORCH/HALLWAY","true","true","0312","003","20","69","04A","1180046","1861728","2007","04/15/2016 08:55:02 AM","41.775851108","-87.615514961","(41.775851108, -87.615514961)"
"5721007","HN528524","08/14/2007 09:00:00 AM","061XX S EBERHART AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","true","0313","003","20","42","08A","1180635","1864429","2007","04/15/2016 08:55:02 AM","41.783249402","-87.613272847","(41.783249402, -87.613272847)"
"5732951","HN541559","08/20/2007 06:15:00 PM","061XX S EBERHART AVE","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0313","003","20","42","08A","1180636","1864402","2007","04/15/2016 08:55:02 AM","41.783175288","-87.61327001","(41.783175288, -87.61327001)"
"5737119","HN544882","08/22/2007 09:23:25 PM","064XX S EBERHART AVE","0560","ASSAULT","SIMPLE","RESIDENCE PORCH/HALLWAY","true","false","0312","003","20","42","08A","1180687","1862365","2007","04/15/2016 08:55:02 AM","41.777584392","-87.613145578","(41.777584392, -87.613145578)"
"5738627","HN546819","08/24/2007 12:20:33 AM","064XX S ST LAWRENCE AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0312","003","20","42","08A","1181340","1862481","2007","04/15/2016 08:55:02 AM","41.777887675","-87.610748125","(41.777887675, -87.610748125)"
"5741632","HN546902","08/24/2007 03:00:00 AM","064XX S RHODES AVE","0560","ASSAULT","SIMPLE","APARTMENT","true","false","0312","003","20","42","08A","1181007","1862532","2007","04/15/2016 08:55:02 AM","41.778035296","-87.611967331","(41.778035296, -87.611967331)"
"5741869","HN549587","08/24/2007 11:55:00 PM","064XX S ST LAWRENCE AVE","0560","ASSAULT","SIMPLE","STREET","false","false","0312","003","20","42","08A","1181341","1862474","2007","04/15/2016 08:55:02 AM","41.777868444","-87.610744674","(41.777868444, -87.610744674)"
"5742371","HN549334","08/25/2007 08:00:00 AM","063XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","APARTMENT","true","false","0312","003","20","69","08A","1180013","1862930","2007","04/15/2016 08:55:02 AM","41.779150271","-87.615599158","(41.779150271, -87.615599158)"
"5742381","HN551866","08/26/2007 05:00:00 PM","064XX S DR MARTIN LUTHER KING JR DR","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0312","003","20","69","08A","1180026","1862452","2007","04/15/2016 08:55:02 AM","41.777838294","-87.615566126","(41.777838294, -87.615566126)"
